from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
3944,3944,4,0,14548377,14548638
3944,3944,4,0,14548378,14548639
3944,3944,4,0,14548379,14548640
3944,3944,4,0,14548380,14548654
3944,3944,4,0,14548381,14548655
3944,3944,4,0,14548382,14548657
3944,3944,4,0,14548383,14548658
3944,3944,4,0,14548384,14548656
3944,3944,4,0,14548385,14548659
3944,3944,4,0,14548386,14548660
3944,3944,4,0,14548387,14548661
3944,3944,4,0,14548388,14548662
3944,3944,4,0,14548389,14548663
3944,3944,4,0,14548390,14548664
3944,3944,4,0,14548391,14548665
3944,3944,4,0,14548392,14548641
3944,3944,4,0,14548393,14548642
3944,3944,4,0,14548394,14548643
3944,3944,4,0,14548395,14548644
3944,3944,4,0,14548396,14548645
3944,3944,4,0,14548397,14548646
3944,3944,4,0,14548398,14548647
3944,3944,4,0,14548399,14548648
3944,3944,4,0,14548400,14548649
3944,3944,4,0,14548401,14548650
3944,3944,4,0,14548402,14548651
3944,3944,4,0,14548403,14548652
3944,3944,4,0,14548404,14548653
3944,3944,4,0,14548405,14548666
3944,3944,4,0,14548406,14548634
3944,3944,4,0,14548407,14548635
3944,3944,4,0,14548442,14548721
3944,3944,4,0,14548443,14548698
3944,3944,4,0,14548444,14548699
3944,3944,4,0,14548445,14548700
3944,3944,4,0,14548446,14548701
3944,3944,4,0,14548447,14548702
3944,3944,4,0,14548448,14548703
3944,3944,4,0,14548449,14548704
3944,3944,4,0,14548450,14548705
3944,3944,4,0,14548451,14548706
3944,3944,4,0,14548452,14548707
3944,3944,4,0,14548453,14548708
3944,3944,4,0,14548454,14548709
3944,3944,4,0,14548455,14548718
3944,3944,4,0,14548456,14548719
3944,3944,4,0,14548457,14548720
3944,3944,4,0,14548458,14548722
3944,3944,4,0,14548459,14548696
3944,3944,4,0,14548460,14548697
3944,3944,4,0,14548461,14548710
3944,3944,4,0,14548462,14548711
3944,3944,4,0,14548463,14548712
3944,3944,4,0,14548464,14548713
3944,3944,4,0,14548465,14548714
3944,3944,4,0,14548466,14548715
3944,3944,4,0,14548467,14548716
3944,3944,4,0,14548468,14548717
3954,3314,0,240,,
3954,3333,2,300,,
3964,3944,2,180,,
3965,9255,0,240,,
3968,3979,0,240,,
397,1379,0,240,,
397,397,0,240,,
397,63,0,240,,
3973,12028,0,240,,
3973,3801,0,240,,
3975,3198,0,240,,
3975,3784,2,300,,
3984,10138,2,300,,
40,11302,2,360,,
40,35,0,240,,
40,8019,2,480,,
40,8035,2,420,,
40,8039,2,300,,
4002,3995,2,300,,
4004,4004,0,240,,
4004,4052,2,300,,
4010,12735,2,360,,
4010,12736,2,360,,
4010,4010,0,240,,
4010,4045,2,300,,
4015,4015,0,240,,
4016,10882,2,300,,
4016,4016,0,240,,
4016,4018,2,360,,
4016,4054,0,240,,
4016,4055,2,360,,
4018,10882,2,300,,
4018,4053,2,360,,
4018,4228,0,240,,
4030,4030,0,240,,
4043,10882,2,300,,
4043,4053,2,360,,
4043,4228,0,240,,
4045,12735,2,360,,
4045,12736,2,360,,
4045,4045,0,240,,
405,2081,0,240,,
405,405,0,240,,
405,4879,2,480,,
405,4887,2,480,,
405,584,0,240,,
4050,4274,2,360,,
4052,4004,2,300,,
4052,4052,0,240,,
4055,4015,2,300,,
4055,4055,0,240,,
4061,12696,2,300,,
4061,4061,0,240,,
4061,4830,2,300,,
4065,4371,0,240,,
4065,4391,0,240,,
407,4887,2,360,,
407,542,2,360,,
4071,4116,0,240,,
4077,4077,0,240,,
4087,4131,0,240,,
409,12375,2,300,,
409,12948,2,360,,
409,4496,2,360,,
409,8040,2,300,,
409,8535,0,240,,
410,12375,2,420,,
410,410,0,240,,
4107,4080,2,300,,
4107,4107,0,240,,
4107,4168,2,300,,
4112,4144,2,300,,
4114,4073,0,240,,
4130,4100,0,240,,
4138,4123,2,300,,
4138,4164,2,300,,
414,2737,2,300,,
4141,4120,2,300,,
415,10513,2,360,,
4154,4154,4,0,14550569,14550616
4154,4154,4,0,14550570,14550620
4154,4154,4,0,14550571,14550643
4154,4154,4,0,14550572,14550621
4154,4154,4,0,14550573,14550615
4154,4154,4,0,14550574,14550607
4154,4154,4,0,14550575,14550611
4154,4154,4,0,14550576,14550610
4154,4154,4,0,14550577,14550606
4154,4154,4,0,14550578,14550622
4154,4154,4,0,14550579,14550618
4154,4154,4,0,14550580,14550617
4154,4154,4,0,14550581,14550608
4154,4154,4,0,14550582,14550619
4154,4154,4,0,14550583,14550613
4154,4154,4,0,14550584,14550612
4154,4154,4,0,14550585,14550623
4154,4154,4,0,14550586,14550609
4154,4154,4,0,14550587,14550624
4154,4154,4,0,14550588,14550625
4154,4154,4,0,14550589,14550626
4154,4154,4,0,14550590,14550627
4154,4154,4,0,14550591,14550628
4154,4154,4,0,14550592,14550629
4154,4154,4,0,14550593,14550630
4154,4154,4,0,14550594,14550631
4154,4154,4,0,14550595,14550632
4154,4154,4,0,14550596,14550633
4154,4154,4,0,14550597,14550634
4154,4154,4,0,14550598,14550635
4154,4154,4,0,14550599,14550636
4154,4154,4,0,14550600,14550637
4154,4154,4,0,14550601,14550638
4154,4154,4,0,14550602,14550639
4154,4154,4,0,14550603,14550640
4154,4154,4,0,14550604,14550641
4154,4154,4,0,14550605,14550642
4154,4154,4,0,14745867,14745900
4154,4154,4,0,14745868,14745901
4154,4154,4,0,14745869,14745902
4154,4154,4,0,14745870,14745903
4154,4154,4,0,14745871,14745904
4154,4154,4,0,14745872,14745905
4154,4154,4,0,14745873,14745906
4154,4154,4,0,14745874,14745907
4154,4154,4,0,14745875,14745908
4154,4154,4,0,14745876,14745909
4154,4154,4,0,14745877,14745910
4154,4154,4,0,14745878,14745911
4154,4154,4,0,14745879,14745912
4154,4154,4,0,14745880,14745913
4154,4154,4,0,14745881,14745914
4154,4154,4,0,14745882,14745915
4154,4154,4,0,14745883,14745916
4154,4154,4,0,14745884,14745917
4154,4154,4,0,14745885,14745918
4154,4154,4,0,14745886,14745919
4154,4154,4,0,14745887,14745920
4154,4154,4,0,14745888,14745921
4154,4154,4,0,14745889,14745922
4154,4154,4,0,14745890,14745923
4154,4154,4,0,14745891,14745924
4154,4154,4,0,14745892,14745925
4154,4154,4,0,14745893,14745926
4154,4154,4,0,14745894,14745927
4154,4154,4,0,14745895,14745928
4154,4154,4,0,14745896,14745929
4154,4154,4,0,14745897,14745930
4154,4154,4,0,14745898,14745931
4154,4154,4,0,14745899,14745932
4154,4154,4,0,14746420,14746450
4154,4154,4,0,14746421,14746451
4154,4154,4,0,14746422,14746452
4154,4154,4,0,14746423,14746453
4154,4154,4,0,14746424,14746454
4154,4154,4,0,14746425,14746455
4154,4154,4,0,14746426,14746456
4154,4154,4,0,14746427,14746457
4154,4154,4,0,14746428,14746458
4154,4154,4,0,14746429,14746459
4154,4154,4,0,14746430,14746460
4154,4154,4,0,14746431,14746461
4154,4154,4,0,14746432,14746462
4154,4154,4,0,14746433,14746463
4154,4154,4,0,14746434,14746464
4154,4154,4,0,14746435,14746465
4154,4154,4,0,14746436,14746466
4154,4154,4,0,14746437,14746467
4154,4154,4,0,14746438,14746468
4154,4154,4,0,14746439,14746469
4154,4154,4,0,14746440,14746470
4154,4154,4,0,14746441,14746471
4154,4154,4,0,14746442,14746472
4154,4154,4,0,14746443,14746473
4154,4154,4,0,14746444,14746474
4154,4154,4,0,14746445,14746475
4154,4154,4,0,14746446,14746476
4154,4154,4,0,14746447,14746477
4154,4154,4,0,14746448,14746478
4154,4154,4,0,14746449,14746479
4188,4365,2,300,,
4189,4201,2,300,,
419,11019,0,240,,
419,419,0,240,,
419,483,0,240,,
4190,4190,0,240,,
4191,4191,0,240,,
4191,4243,0,240,,
4191,4301,0,240,,
4194,3994,2,300,,
4200,4190,2,300,,
4200,4200,0,240,,
4204,12687,2,300,,
4204,4186,2,300,,
4204,4212,0,240,,
4205,12687,2,300,,
4218,4371,0,240,,
4218,4391,2,360,,
4220,11263,2,300,,
4224,4061,2,300,,
4228,10879,0,240,,
4228,10882,0,240,,
4228,4018,0,240,,
4228,4228,0,240,,
423,11280,2,300,,
423,11281,2,300,,
423,12866,0,240,,
423,1586,0,240,,
4239,4231,0,240,,
4239,4239,0,240,,
4242,10865,0,240,,
4242,10867,0,240,,
4242,12693,0,240,,
4242,4242,0,240,,
4242,4459,0,240,,
4242,4471,0,240,,
4242,4568,0,240,,
4242,8037,0,240,,
4242,989,0,240,,
4243,4191,0,240,,
4243,4243,0,240,,
4243,4301,0,240,,
4243,4514,0,240,,
4295,4249,0,240,,
4295,4295,0,240,,
4296,4248,0,240,,
4297,4247,0,240,,
4301,4191,0,240,,
4301,4243,0,240,,
4301,4301,0,240,,
4301,4514,0,240,,
4304,4304,0,240,,
4319,4319,0,240,,
4323,4304,0,240,,
4324,4398,0,240,,
4326,4326,0,240,,
4329,4427,2,300,,
4329,4500,2,300,,
4336,4360,2,360,,
4341,4342,0,240,,
4346,4347,2,600,,
4346,4419,2,480,,
4347,4347,0,240,,
4355,4355,0,240,,
4355,8605,0,240,,
4360,4560,2,420,,
4360,4569,2,300,,
437,437,0,240,,
4371,4065,0,240,,
4371,4218,0,240,,
4371,4371,0,240,,
4384,4052,2,300,,
4384,4384,0,240,,
4403,4560,2,420,,
4403,4569,2,300,,
4412,4599,2,360,,
4414,4353,2,360,,
4414,4414,0,240,,
4416,4350,0,240,,
4427,4329,0,240,,
4427,4427,0,240,,
4427,4500,2,420,,
4427,4567,2,360,,
4429,9944,2,300,,
4440,4440,0,240,,
4443,4443,0,240,,
4447,4534,2,360,,
4448,4448,0,240,,
4456,11367,0,240,,
4456,4456,0,240,,
4459,10866,0,240,,
4459,10867,0,240,,
4459,12693,0,240,,
4459,4242,0,240,,
4459,4471,0,240,,
4459,4568,0,240,,
4459,8037,0,240,,
4459,989,0,240,,
4461,11867,0,240,,
4461,4461,0,240,,
4463,11639,2,360,,
4463,11645,2,300,,
4463,12683,2,300,,
4463,4463,0,240,,
4468,11708,2,360,,
4471,10865,0,240,,
4471,10867,0,240,,
4471,4242,2,120,,
4471,4459,0,240,,
4471,8037,2,120,,
4471,989,2,120,,
449,450,2,360,,
4491,11867,0,240,,
4491,4461,0,240,,
4491,4491,0,240,,
4491,4660,0,240,,
4496,44,2,300,,
4496,8535,2,300,,
4500,4329,2,300,,
4504,4504,0,240,,
4504,4517,0,240,,
4505,4505,0,240,,
4505,4516,0,240,,
4506,4506,0,240,,
4514,4191,0,240,,
4514,4243,0,240,,
4514,4301,0,240,,
4517,4504,0,240,,
4517,4517,0,240,,
453,493,2,360,,
4551,4551,4,0,14553348,14553647
4551,4551,4,0,14553349,14553673
4551,4551,4,0,14553350,14553672
4551,4551,4,0,14553351,14553666
4551,4551,4,0,14553352,14553665
4551,4551,4,0,14553353,14553645
4551,4551,4,0,14553354,14553644
4551,4551,4,0,14553355,14553663
4551,4551,4,0,14553356,14553659
4551,4551,4,0,14553357,14553664
4551,4551,4,0,14553358,14553671
4551,4551,4,0,14553359,14553646
4551,4551,4,0,14553360,14553667
4551,4551,4,0,14553361,14553670
4551,4551,4,0,14553362,14553655
4551,4551,4,0,14553363,14553654
4551,4551,4,0,14553364,14553653
4551,4551,4,0,14553365,14553652
4551,4551,4,0,14553366,14553669
4551,4551,4,0,14553367,14553656
4551,4551,4,0,14553368,14553661
4551,4551,4,0,14553369,14553627
4551,4551,4,0,14553370,14553650
4551,4551,4,0,14553371,14553637
4551,4551,4,0,14553372,14553636
4551,4551,4,0,14553373,14553635
4551,4551,4,0,14553374,14553634
4551,4551,4,0,14553375,14553632
4551,4551,4,0,14553376,14553639
4551,4551,4,0,14553377,14553662
4551,4551,4,0,14553378,14553648
4551,4551,4,0,14553379,14553641
4551,4551,4,0,14553380,14553638
4551,4551,4,0,14553381,14553633
4551,4551,4,0,14553383,14553630
4551,4551,4,0,14553384,14553658
4551,4551,4,0,14553385,14553651
4551,4551,4,0,14553386,14553640
4551,4551,4,0,14553387,14553631
4551,4551,4,0,14553388,14553657
4551,4551,4,0,14553389,14553628
4551,4551,4,0,14553390,14553660
4551,4551,4,0,14553391,14553626
4551,4551,4,0,14553392,14553629
4551,4551,4,0,14553393,14553649
4551,4551,4,0,14553394,14553668
4551,4551,4,0,14553395,14553642
4551,4551,4,0,14553396,14553643
4551,4551,4,0,14553445,14553737
4551,4551,4,0,14553446,14553739
4551,4551,4,0,14553447,14553736
4551,4551,4,0,14553448,14553713
4551,4551,4,0,14553449,14553710
4551,4551,4,0,14553450,14553726
4551,4551,4,0,14553451,14553740
4551,4551,4,0,14553452,14553729
4551,4551,4,0,14553453,14553721
4551,4551,4,0,14553454,14553718
4551,4551,4,0,14553455,14553714
4551,4551,4,0,14553456,14553733
4551,4551,4,0,14553457,14553730
4551,4551,4,0,14553458,14553727
4551,4551,4,0,14553459,14553734
4551,4551,4,0,14553460,14553717
4551,4551,4,0,14553461,14553716
4551,4551,4,0,14553462,14553715
4551,4551,4,0,14553463,14553738
4551,4551,4,0,14553464,14553731
4551,4551,4,0,14553465,14553723
4551,4551,4,0,14553466,14553725
4551,4551,4,0,14553467,14553711
4551,4551,4,0,14553468,14553722
4551,4551,4,0,14553469,14553708
4551,4551,4,0,14553470,14553719
4551,4551,4,0,14553471,14553709
4551,4551,4,0,14553472,14553732
4551,4551,4,0,14553473,14553728
4551,4551,4,0,14553474,14553712
4551,4551,4,0,14553475,14553724
4551,4551,4,0,14553476,14553720
4551,4551,4,0,14553477,14553735
4551,4551,4,0,14553512,14553784
4551,4551,4,0,14553513,14553770
4551,4551,4,0,14553514,14553786
4551,4551,4,0,14553515,14553785
4551,4551,4,0,14553516,14553778
4551,4551,4,0,14553517,14553782
4551,4551,4,0,14553518,14553781
4551,4551,4,0,14553519,14553793
4551,4551,4,0,14553520,14553794
4551,4551,4,0,14553521,14553783
4551,4551,4,0,14553522,14553779
4551,4551,4,0,14553523,14553791
4551,4551,4,0,14553524,14553777
4551,4551,4,0,14553525,14553780
4551,4551,4,0,14553526,14553789
4551,4551,4,0,14553527,14553776
4551,4551,4,0,14553528,14553769
4551,4551,4,0,14553529,14553790
4551,4551,4,0,14553530,14553792
4551,4551,4,0,14553531,14553775
4551,4551,4,0,14553532,14553774
4551,4551,4,0,14553533,14553772
4551,4551,4,0,14553534,14553787
4551,4551,4,0,14553535,14553788
4551,4551,4,0,14553536,14553773
4551,4551,4,0,14553537,14553771
4560,4360,2,480,,
4567,4427,2,300,,
4567,4500,2,300,,
4568,10867,0,240,,
4568,4242,2,120,,
4568,4459,0,240,,
4568,4471,0,240,,
4568,4568,2,120,,
4568,8037,2,120,,
4568,989,0,240,,
4569,4403,2,300,,
4579,4579,4,0,14553576,14553436
4579,4579,4,0,14553577,14553428
4579,4579,4,0,14553578,14553420
4579,4579,4,0,14553579,14553419
4579,4579,4,0,14553580,14553418
4579,4579,4,0,14553581,14553422
4579,4579,4,0,14553582,14553421
4579,4579,4,0,14553583,14553411
4579,4579,4,0,14553584,14553410
4579,4579,4,0,14553585,14553439
4579,4579,4,0,14553586,14553405
4579,4579,4,0,14553587,14553424
4579,4579,4,0,14553588,14553438
4579,4579,4,0,14553589,14553443
4579,4579,4,0,14553590,14553437
4579,4579,4,0,14553591,14553401
4579,4579,4,0,14553592,14553400
4579,4579,4,0,14553593,14553402
4579,4579,4,0,14553594,14553442
4579,4579,4,0,14553595,14553397
4579,4579,4,0,14553596,14553440
4579,4579,4,0,14553597,14553429
4579,4579,4,0,14553598,14553409
4579,4579,4,0,14553599,14553407
4579,4579,4,0,14553600,14553417
4579,4579,4,0,14553601,14553416
4579,4579,4,0,14553602,14553415
4579,4579,4,0,14553603,14553414
4579,4579,4,0,14553604,14553413
4579,4579,4,0,14553605,14553412
4579,4579,4,0,14553606,14553408
4579,4579,4,0,14553607,14553406
4579,4579,4,0,14553608,14553398
4579,4579,4,0,14553609,14553441
4579,4579,4,0,14553610,14553404
4579,4579,4,0,14553611,14553403
4579,4579,4,0,14553612,14553431
4579,4579,4,0,14553613,14553426
4579,4579,4,0,14553614,14553434
4579,4579,4,0,14553615,14553399
4579,4579,4,0,14553616,14553430
4579,4579,4,0,14553617,14553425
4579,4579,4,0,14553618,14553427
4579,4579,4,0,14553619,14553433
4579,4579,4,0,14553620,14553432
4579,4579,4,0,14553621,14553444
4579,4579,4,0,14553624,14553435
4579,4579,4,0,14553625,14553423
4579,4579,4,0,14553674,14553478
4579,4579,4,0,14553675,14553501
4579,4579,4,0,14553676,14553498
4579,4579,4,0,14553677,14553499
4579,4579,4,0,14553678,14553500
4579,4579,4,0,14553679,14553502
4579,4579,4,0,14553680,14553503
4579,4579,4,0,14553681,14553504
4579,4579,4,0,14553682,14553505
4579,4579,4,0,14553683,14553506
4579,4579,4,0,14553684,14553507
4579,4579,4,0,14553685,14553508
4579,4579,4,0,14553686,14553509
4579,4579,4,0,14553687,14553510
4579,4579,4,0,14553688,14553511
4579,4579,4,0,14553689,14553493
4579,4579,4,0,14553690,14553483
4579,4579,4,0,14553691,14553481
4579,4579,4,0,14553692,14553484
4579,4579,4,0,14553693,14553485
4579,4579,4,0,14553694,14553486
4579,4579,4,0,14553695,14553487
4579,4579,4,0,14553696,14553488
4579,4579,4,0,14553697,14553489
4579,4579,4,0,14553698,14553490
4579,4579,4,0,14553699,14553491
4579,4579,4,0,14553700,14553480
4579,4579,4,0,14553701,14553492
4579,4579,4,0,14553702,14553494
4579,4579,4,0,14553703,14553495
4579,4579,4,0,14553704,14553496
4579,4579,4,0,14553705,14553497
4579,4579,4,0,14553706,14553479
4579,4579,4,0,14553707,14553482
4579,4579,4,0,14553741,14553547
4579,4579,4,0,14553742,14553548
4579,4579,4,0,14553743,14553549
4579,4579,4,0,14553744,14553550
4579,4579,4,0,14553745,14553551
4579,4579,4,0,14553746,14553558
4579,4579,4,0,14553747,14553559
4579,4579,4,0,14553748,14553561
4579,4579,4,0,14553749,14553560
4579,4579,4,0,14553750,14553562
4579,4579,4,0,14553751,14553563
4579,4579,4,0,14553752,14553564
4579,4579,4,0,14553753,14553552
4579,4579,4,0,14553754,14553539
4579,4579,4,0,14553755,14553540
4579,4579,4,0,14553756,14553553
4579,4579,4,0,14553757,14553541
4579,4579,4,0,14553758,14553554
4579,4579,4,0,14553759,14553557
4579,4579,4,0,14553760,14553555
4579,4579,4,0,14553761,14553556
4579,4579,4,0,14553762,14553542
4579,4579,4,0,14553763,14553543
4579,4579,4,0,14553764,14553544
4579,4579,4,0,14553765,14553538
4579,4579,4,0,14553766,14553545
4579,4579,4,0,14553767,14553546
4579,4579,4,0,14553768,14553565
4599,4447,0,240,,
4599,4599,0,240,,
460,1522,0,240,,
460,1589,0,240,,
4608,4608,0,240,,
4629,4689,0,240,,
463,11014,2,300,,
463,11021,0,240,,
4640,4678,0,240,,
4642,12163,2,300,,
4644,4644,0,240,,
4644,4674,0,240,,
4647,4647,0,240,,
4647,4670,0,240,,
4652,4665,0,240,,
4654,4654,0,240,,
4654,4832,0,240,,
4656,11867,2,420,,
4656,4461,2,420,,
4656,4656,0,240,,
4660,11867,0,240,,
4660,4491,0,240,,
4674,4644,0,240,,
4674,4674,0,240,,
4722,10819,0,240,,
4722,10823,0,240,,
4734,8636,0,240,,
4750,10819,0,240,,
4750,10823,0,240,,
4756,10328,2,300,,
4756,4756,4,0,14554697,14554681
4756,4756,4,0,14554698,14554682
4756,4756,4,0,14554699,14554683
4756,4756,4,0,14554700,14554684
4756,4756,4,0,14554701,14554685
4756,4756,4,0,14554702,14554686
4756,4756,4,0,14554703,14554687
4756,4756,4,0,14554704,14554688
4756,4756,4,0,14554705,14554689
4756,4756,4,0,14554706,14554690
4756,4756,4,0,14554707,14554691
4756,4756,4,0,14554708,14554692
4756,4756,4,0,14554709,14554693
4756,4756,4,0,14554710,14554694
4756,4756,4,0,14554711,14554695
4756,4756,4,0,14554712,14554696
4756,4756,4,0,14744447,14744432
4756,4756,4,0,14744448,14744433
4756,4756,4,0,14744449,14744434
4756,4756,4,0,14744450,14744435
4756,4756,4,0,14744451,14744436
4756,4756,4,0,14744452,14744437
4756,4756,4,0,14744453,14744438
4756,4756,4,0,14744454,14744439
4756,4756,4,0,14744455,14744440
4756,4756,4,0,14744456,14744441
4756,4756,4,0,14744457,14744442
4756,4756,4,0,14744458,14744443
4756,4756,4,0,14744459,14744444
4756,4756,4,0,14744460,14744445
4756,4756,4,0,14744461,14744446
4756,4756,4,0,14744799,14744775
4756,4756,4,0,14744800,14744776
4756,4756,4,0,14744801,14744777
4756,4756,4,0,14744802,14744778
4756,4756,4,0,14744803,14744779
4756,4756,4,0,14744804,14744780
4756,4756,4,0,14744805,14744781
4756,4756,4,0,14744806,14744782
4756,4756,4,0,14744807,14744783
4756,4756,4,0,14744808,14744784
4756,4756,4,0,14744809,14744785
4756,4756,4,0,14744810,14744787
4756,4756,4,0,14744811,14744788
4756,4756,4,0,14744812,14744789
4756,4756,4,0,14744813,14744790
4756,4756,4,0,14744814,14744791
4756,4756,4,0,14744815,14744792
4756,4756,4,0,14744816,14744793
4756,4756,4,0,14744817,14744794
4756,4756,4,0,14744818,14744795
4756,4756,4,0,14744819,14744796
4756,4756,4,0,14744820,14744797
4756,4756,4,0,14744821,14744798
48,11563,2,300,,
48,98,0,240,,
4817,4817,4,0,14554787,14554803
4817,4817,4,0,14554788,14554804
4817,4817,4,0,14554789,14554805
4817,4817,4,0,14554790,14554806
4817,4817,4,0,14554791,14554807
4817,4817,4,0,14554792,14554808
4817,4817,4,0,14554793,14554809
4817,4817,4,0,14554794,14554810
4817,4817,4,0,14554795,14554811
4817,4817,4,0,14554796,14554812
4817,4817,4,0,14554797,14554813
4817,4817,4,0,14554798,14554814
4817,4817,4,0,14554799,14554815
4817,4817,4,0,14554800,14554816
4817,4817,4,0,14554801,14554817
4817,4817,4,0,14554802,14554818
4817,4817,4,0,14744404,14744418
4817,4817,4,0,14744405,14744419
4817,4817,4,0,14744406,14744420
4817,4817,4,0,14744407,14744421
4817,4817,4,0,14744408,14744422
4817,4817,4,0,14744409,14744423
4817,4817,4,0,14744410,14744424
4817,4817,4,0,14744411,14744425
4817,4817,4,0,14744412,14744426
4817,4817,4,0,14744413,14744427
4817,4817,4,0,14744414,14744428
4817,4817,4,0,14744415,14744429
4817,4817,4,0,14744416,14744430
4817,4817,4,0,14744417,14744431
4817,4817,4,0,14744736,14744757
4817,4817,4,0,14744737,14744758
4817,4817,4,0,14744738,14744759
4817,4817,4,0,14744739,14744760
4817,4817,4,0,14744740,14744761
4817,4817,4,0,14744741,14744762
4817,4817,4,0,14744742,14744763
4817,4817,4,0,14744744,14744764
4817,4817,4,0,14744745,14744766
4817,4817,4,0,14744746,14744767
4817,4817,4,0,14744747,14744768
4817,4817,4,0,14744748,14744769
4817,4817,4,0,14744749,14744770
4817,4817,4,0,14744750,14744771
4817,4817,4,0,14744751,14744772
4817,4817,4,0,14744752,14744773
4817,4817,4,0,14744753,14744774
4830,4061,2,300,,
4830,4830,0,240,,
4845,12939,2,420,,
4845,4845,0,240,,
4845,4939,0,240,,
4845,5093,0,240,,
4845,5230,0,240,,
4845,5244,0,240,,
4845,5553,0,240,,
4845,5997,0,240,,
4845,6080,0,240,,
4845,6455,0,240,,
485,12713,2,300,,
485,418,2,300,,
485,485,0,240,,
4879,405,2,480,,
4879,407,2,300,,
4879,542,2,360,,
4879,584,2,600,,
4881,10399,2,300,,
4881,11706,0,240,,
4881,4495,2,420,,
4881,4496,2,420,,
4881,4881,0,240,,
4881,8041,2,420,,
4881,9129,2,480,,
4881,97,2,360,,
4882,11272,2,420,,
4882,4882,0,240,,
4887,4887,0,240,,
4917,12939,2,300,,
4917,4846,2,300,,
4917,4917,0,240,,
4917,5093,2,420,,
4925,5567,2,360,,
4925,5615,0,240,,
4928,4928,0,240,,
4928,9961,0,240,,
4929,4929,0,240,,
4933,5567,0,240,,
4933,5615,0,240,,
4936,11121,0,240,,
4936,4922,2,300,,
4936,6081,2,300,,
4939,4845,0,240,,
4939,4939,0,240,,
4939,5093,0,240,,
4939,5230,0,240,,
4939,5244,0,240,,
4939,5553,0,240,,
4939,5997,0,240,,
4939,6080,0,240,,
4939,6455,0,240,,
4949,5019,0,240,,
4949,5074,0,240,,
4950,11627,2,600,,
4950,11630,2,420,,
4959,4959,0,240,,
4959,4974,0,240,,
4959,5133,0,240,,
4961,12794,2,300,,
4961,12943,2,300,,
4961,4961,0,240,,
4961,4962,0,240,,
4961,4972,0,240,,
4962,12794,2,300,,
4962,4961,0,240,,
4962,4962,0,240,,
4962,4972,0,240,,
4965,10896,2,300,,
4965,10897,2,300,,
497,442,2,360,,
497,497,0,240,,
497,676,2,300,,
497,955,2,600,,
4972,12943,2,300,,
4972,4961,0,240,,
4972,4962,0,240,,
4972,4972,0,240,,
498,441,2,300,,
4981,11630,2,480,,
4982,11627,2,480,,
4984,5019,0,240,,
4984,5074,0,240,,
5003,8615,2,360,,
5004,5009,2,300,,
5007,11895,0,240,,
5007,5007,0,240,,
5007,5007,4,0,14556786,14556764
5007,5007,4,0,14556787,14556766
5007,5007,4,0,14556789,14556768
5007,5007,4,0,14556791,14556771
5007,5007,4,0,14556792,14556773
5007,5007,4,0,14556793,14556765
5007,5007,4,0,14556794,14556772
5007,5007,4,0,14556795,14556763
5007,5007,4,0,14556796,14556762
5007,5007,4,0,14556798,14556760
5007,5007,4,0,14556801,14556767
5007,5007,4,0,14556803,14556770
5007,5007,4,0,14556805,14556761
5007,5007,4,0,14556808,14556774
5007,5007,4,0,14556809,14556769
5007,5007,4,0,14556810,14556780
5007,5007,4,0,14556836,14556815
5007,5007,4,0,14556838,14556831
5007,5007,4,0,14556839,14556820
5007,5007,4,0,14556840,14556829
5007,5007,4,0,14556841,14556832
5007,5007,4,0,14556843,14556822
5007,5007,4,0,14556844,14556817
5007,5007,4,0,14556849,14556818
5007,5007,4,0,14556850,14556827
5015,11628,2,480,,
5015,11629,2,480,,
5019,4949,0,240,,
5019,4984,0,240,,
5019,5019,0,240,,
5019,5074,0,240,,
5021,5104,0,240,,
5021,5140,0,240,,
5023,5256,2,420,,
5024,5024,0,240,,
5024,5068,2,300,,
5025,11127,2,300,,
5025,11130,2,300,,
5025,5025,0,240,,
5029,5029,0,240,,
503,1244,0,240,,
503,503,0,240,,
5034,5656,0,240,,
5034,5678,2,300,,
5037,5719,0,240,,
5037,5725,0,240,,
5039,5039,0,240,,
5040,5039,2,360,,
5040,5050,2,300,,
5040,5794,2,360,,
5040,8351,2,360,,
5042,12155,0,240,,
5042,12695,0,240,,
5042,12916,0,240,,
5042,5042,0,240,,
5042,6468,2,480,,
5042,8059,0,240,,
5052,5719,0,240,,
5052,5725,0,240,,
5055,5656,0,240,,
5055,5678,0,240,,
5059,11701,2,360,,
5065,12938,2,300,,
5065,12942,2,300,,
5065,5028,0,240,,
5065,5255,0,240,,
5066,5066,0,240,,
5067,11127,2,300,,
5067,11130,2,300,,
5067,5067,0,240,,
5069,5069,0,240,,
5069,5250,0,240,,
5072,5104,0,240,,
5072,5140,0,240,,
5074,4949,0,240,,
5074,4984,0,240,,
5077,11629,2,480,,
5104,5021,0,240,,
5104,5072,0,240,,
5111,5059,0,240,,
5117,5659,0,240,,
5117,5675,0,240,,
5119,5119,0,240,,
5119,5125,0,240,,
5119,5723,0,240,,
512,1244,2,600,,
5122,10880,0,240,,
5122,10881,2,300,,
5122,11764,0,240,,
5122,11882,0,240,,
5122,5045,0,240,,
5122,5122,0,240,,
5122,5262,0,240,,
5122,5494,0,240,,
5122,5667,0,240,,
5122,5768,0,240,,
5122,5769,0,240,,
5122,5793,0,240,,
5122,5891,0,240,,
5122,6467,0,240,,
5124,5124,0,240,,
5124,5721,2,300,,
5127,5659,0,240,,
